long,lat,year,rcp,drysoildays_summer_whole,evap_summer,nondryswa_summer_whole,ppt_summer,tmax_summer
-110.0393,37.60519,1983,historical,0.0,4.94429,0.0863746,,
-110.0393,37.60519,1983,historical,,,,10.22,34.55
-110.0393,37.60519,1984,historical,0.0,5.074166,0.04009679,,
-110.0393,37.60519,1984,historical,,,,9.49,35.35
-110.0393,37.60519,1985,historical,0.0,2.162694,0.2744402,,
-110.0393,37.60519,1985,historical,,,,4.81,37.55
-110.0393,37.60519,1986,historical,0.0,4.27923,0.1442041,,
-110.0393,37.60519,1986,historical,,,,9.85,35.05
-110.0393,37.60519,1986,historical,,,,9.85,35.05
-110.0393,37.60519,1986,historical,,,,9.85,35.05
-110.0393,37.60519,1986,historical,,,,9.85,35.05
-110.0393,37.60519,1987,historical,0.0,4.369973,0.3264767,,
-110.0393,37.60519,1987,historical,,,,11.04,34.25
-110.0393,37.60519,1988,historical,0.0,4.234469,0.02391775,,
-110.0393,37.60519,1988,historical,,,,7.98,35.75
-110.0393,37.60519,1989,historical,0.0,3.1107,0.131767,,
-110.0393,37.60519,1989,historical,,,,6.69,38.25
-110.0393,37.60519,1990,historical,0.0,2.946514,0.01940975,,
-110.0393,37.60519,1990,historical,,,,5.41,37.35
-110.0393,37.60519,1990,historical,,,,5.41,37.35
-110.0393,37.60519,1990,historical,,,,5.41,37.35
-110.0393,37.60519,1990,historical,,,,5.41,37.35
-110.0393,37.60519,1991,historical,0.0,3.801812,0.01049207,,
-110.0393,37.60519,1991,historical,,,,6.39,34.85
-110.0393,37.60519,1992,historical,0.0,3.580011,0.01105613,,
-110.0393,37.60519,1992,historical,,,,5.95,34.35
-110.0393,37.60519,1993,historical,0.0,2.375665,0.2624092,,
-110.0393,37.60519,1993,historical,,,,5.55,34.75
-110.0393,37.60519,1994,historical,0.0,1.947756,0.0004918078,,
-110.0393,37.60519,1994,historical,,,,2.56,37.35
-110.0393,37.60519,1995,historical,0.0,4.002625,0.009638895,,
-110.0393,37.60519,1995,historical,,,,6.76,37.25
-110.0393,37.60519,1995,historical,,,,6.76,37.25
-110.0393,37.60519,1995,historical,,,,6.76,37.25
-110.0393,37.60519,1995,historical,,,,6.76,37.25
-110.0393,37.60519,1996,historical,0.0,2.877601,0.0003961882,,
-110.0393,37.60519,1996,historical,,,,4.72,36.05
-110.0393,37.60519,1997,historical,0.0,3.601322,0.2017249,,
-110.0393,37.60519,1997,historical,,,,9.18,35.45
-110.0393,37.60519,1998,historical,0.0,3.168209,0.07704099,,
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1998,historical,,,,5.69,37.25
-110.0393,37.60519,1999,historical,0.0,6.022475,0.2856206,,
-110.0393,37.60519,1999,historical,,,,14.56,34.35
-110.0393,37.60519,2000,historical,0.0,2.930397,0.0004115497,,
-110.0393,37.60519,2000,historical,,,,4.78,36.85
-110.0393,37.60519,2001,historical,0.0,3.943375,0.07003117,,
-110.0393,37.60519,2001,historical,,,,8.13,36.05
-110.0393,37.60519,2002,historical,0.0,2.155943,0.0001449405,,
-110.0393,37.60519,2002,historical,,,,3.0,37.25
-110.0393,37.60519,2003,historical,0.0,2.901676,0.0411217,,
-110.0393,37.60519,2003,historical,,,,5.4,38.15
-110.0393,37.60519,2004,historical,0.0,1.876731,0.0002567371,,
-110.0393,37.60519,2004,historical,,,,2.76,35.15
-110.0393,37.60519,2005,historical,0.0,3.705298,0.0878022,,
-110.0393,37.60519,2005,historical,,,,8.14,38.25
-110.0393,37.60519,2006,historical,0.0,3.735438,0.0146831,,
-110.0393,37.60519,2006,historical,,,,7.13,36.95
-110.0393,37.60519,2007,historical,0.0,3.542003,0.0702634,,
-110.0393,37.60519,2007,historical,,,,7.59,36.25
-110.0393,37.60519,2008,historical,0.0,3.101077,0.04267712,,
-110.0393,37.60519,2008,historical,,,,6.65,35.25
-110.0393,37.60519,2008,historical,,,,6.65,35.25
-110.0393,37.60519,2008,historical,,,,6.65,35.25
-110.0393,37.60519,2008,historical,,,,6.65,35.25
-110.0393,37.60519,2009,historical,0.0,1.777774,0.003743065,,
-110.0393,37.60519,2009,historical,,,,2.48,36.25
-110.0393,37.60519,2010,historical,0.0,4.061479,0.2045549,,
-110.0393,37.60519,2010,historical,,,,9.85,37.75
-110.0393,37.60519,2011,historical,0.0,3.56175,0.002366358,,
-110.0393,37.60519,2011,historical,,,,5.66,35.85
-110.0393,37.60519,2012,historical,0.0,2.764767,0.1068097,,
-110.0393,37.60519,2012,historical,,,,6.7,35.75
-110.0393,37.60519,2013,historical,0.0,2.977671,0.1621155,,
-110.0393,37.60519,2013,historical,,,,7.91,38.55
-110.0393,37.60519,2013,historical,,,,7.91,38.55
-110.0393,37.60519,2013,historical,,,,7.91,38.55
-110.0393,37.60519,2013,historical,,,,7.91,38.55
-110.0393,37.60519,2014,historical,0.0,3.185943,0.1246152,,
-110.0393,37.60519,2014,historical,,,,6.9,35.95
-110.0393,37.60519,2015,historical,0.0,5.116043,0.1941807,,
-110.0393,37.60519,2015,historical,,,,13.03,36.25
-110.0393,37.60519,2016,historical,0.0,3.406371,0.135165,,
-110.0393,37.60519,2016,historical,,,,6.91,37.85
-110.0393,37.60519,2016,historical,,,,6.91,37.85
-110.0393,37.60519,2016,historical,,,,6.91,37.85
-110.0393,37.60519,2016,historical,,,,6.91,37.85
-110.0393,37.60519,2016,historical,,,,6.91,37.85
-110.0393,37.60519,2016,historical,,,,6.91,37.85
-110.0393,37.60519,2016,historical,,,,6.91,37.85
-110.0393,37.60519,2016,historical,,,,6.91,37.85
-110.0393,37.60519,2016,historical,,,,6.91,37.85
-110.0393,37.60519,2017,historical,0.0,2.97281,0.04489642,,
-110.0393,37.60519,2017,historical,,,,6.1,37.35
-110.0393,37.60519,2018,historical,0.0,1.983679,0.01590402,,
-110.0393,37.60519,2018,historical,,,,4.48,35.95
-110.0393,37.60519,2018,historical,,,,4.48,35.95
-110.0393,37.60519,2018,historical,,,,4.48,35.95
-110.0393,37.60519,2018,historical,,,,4.48,35.95
-110.0389,37.60545,1980,historical,0.0,1.499849,0.03185128,2.69,37.05
-110.0389,37.60545,1981,historical,0.0,5.000511,0.03427589,9.39,37.55
